inference_probability,interaction_count,micro_assessment_correct,observable,observer_a,observer_b,participant_pseudo,phase_index,quality_reason,self_report,self_report_prompted,session_id,timestamp_ms
0.926415,4,,True,attentive,attentive,syn-p048,12,,unsure,True,syn-s048,5040000
0.829324,4,,True,attentive,attentive,syn-p048,13,,,False,syn-s048,5060000
0.99,6,True,True,attentive,attentive,syn-p048,14,,focused,True,syn-s048,5080000
0.541093,3,,True,attentive,uncertain,syn-p049,1,,,False,syn-s049,4920000
0.652749,3,,True,attentive,attentive,syn-p049,2,,,False,syn-s049,4940000
0.897076,4,,True,attentive,attentive,syn-p049,3,,focused,True,syn-s049,4960000
0.599122,3,,True,attentive,attentive,syn-p049,4,,,False,syn-s049,4980000
0.583516,3,,True,attentive,attentive,syn-p049,5,,,False,syn-s049,5000000
0.455392,3,,True,attentive,attentive,syn-p049,6,,distracted,True,syn-s049,5020000
0.605707,3,False,True,attentive,attentive,syn-p049,7,,,False,syn-s049,5040000
0.913761,5,,True,uncertain,distracted,syn-p049,8,,,False,syn-s049,5060000
0.833306,5,,True,uncertain,attentive,syn-p049,9,,omitted,True,syn-s049,5080000
0.99,5,,True,attentive,attentive,syn-p049,10,,,False,syn-s049,5100000
0.87774,3,,True,attentive,attentive,syn-p049,11,,,False,syn-s049,5120000
0.308222,3,,True,distracted,distracted,syn-p049,12,,distracted,True,syn-s049,5140000
0.816798,5,,True,attentive,attentive,syn-p049,13,,,False,syn-s049,5160000
0.615762,3,False,True,distracted,attentive,syn-p049,14,,focused,True,syn-s049,5180000
0.847392,6,,True,attentive,attentive,syn-p050,1,,,False,syn-s050,5020000
0.583767,4,,True,no_observable,no_observable,syn-p050,2,,,False,syn-s050,5040000
0.85771,4,,True,attentive,attentive,syn-p050,3,,focused,True,syn-s050,5060000
0.887825,5,,True,attentive,attentive,syn-p050,4,,,False,syn-s050,5080000
0.73591,3,,True,attentive,attentive,syn-p050,5,,,False,syn-s050,5100000
0.592801,3,,True,attentive,attentive,syn-p050,6,,omitted,True,syn-s050,5120000
0.710063,3,True,True,no_observable,attentive,syn-p050,7,,,False,syn-s050,5140000
0.98795,5,,True,attentive,attentive,syn-p050,8,,,False,syn-s050,5160000
0.947749,4,,True,attentive,attentive,syn-p050,9,,focused,True,syn-s050,5180000
,4,,False,attentive,attentive,syn-p050,10,synthetic_signal_insufficient,,False,syn-s050,5200000
0.454266,3,,True,distracted,attentive,syn-p050,11,,,False,syn-s050,5220000
0.650616,4,,True,attentive,attentive,syn-p050,12,,distracted,True,syn-s050,5240000
0.80087,5,,True,attentive,distracted,syn-p050,13,,,False,syn-s050,5260000
0.687481,3,False,True,attentive,attentive,syn-p050,14,,distracted,True,syn-s050,5280000
0.710261,4,,True,attentive,attentive,syn-p051,1,,,False,syn-s051,5120000
0.624457,2,,True,attentive,attentive,syn-p051,2,,,False,syn-s051,5140000
0.619897,5,,True,attentive,attentive,syn-p051,3,,distracted,True,syn-s051,5160000
,5,,False,attentive,attentive,syn-p051,4,synthetic_signal_insufficient,,False,syn-s051,5180000
0.324843,2,,True,distracted,distracted,syn-p051,5,,,False,syn-s051,5200000
0.410116,3,,True,distracted,distracted,syn-p051,6,,distracted,True,syn-s051,5220000
0.799027,4,True,True,attentive,attentive,syn-p051,7,,,False,syn-s051,5240000
0.804762,4,,True,attentive,attentive,syn-p051,8,,,False,syn-s051,5260000
0.99,6,,True,attentive,distracted,syn-p051,9,,focused,True,syn-s051,5280000
0.645017,3,,True,attentive,attentive,syn-p051,10,,,False,syn-s051,5300000
0.551239,3,,True,attentive,distracted,syn-p051,11,,,False,syn-s051,5320000
0.56679,4,,True,distracted,distracted,syn-p051,12,,focused,True,syn-s051,5340000
,4,,False,attentive,attentive,syn-p051,13,synthetic_signal_insufficient,,False,syn-s051,5360000
0.757291,5,False,True,attentive,attentive,syn-p051,14,,focused,True,syn-s051,5380000
0.707062,4,,True,attentive,attentive,syn-p052,1,,,False,syn-s052,5220000
0.627297,4,,True,attentive,attentive,syn-p052,2,,,False,syn-s052,5240000
0.833556,6,,True,attentive,attentive,syn-p052,3,,focused,True,syn-s052,5260000
0.728259,4,,True,no_observable,attentive,syn-p052,4,,,False,syn-s052,5280000
0.520629,2,,True,distracted,distracted,syn-p052,5,,,False,syn-s052,5300000
0.37176,3,,True,distracted,attentive,syn-p052,6,,distracted,True,syn-s052,5320000
,4,False,False,attentive,attentive,syn-p052,7,synthetic_signal_insufficient,,False,syn-s052,5340000
0.651596,5,,True,attentive,attentive,syn-p052,8,,,False,syn-s052,5360000
0.99,5,,True,attentive,distracted,syn-p052,9,,focused,True,syn-s052,5380000
0.858523,4,,True,attentive,attentive,syn-p052,10,,,False,syn-s052,5400000
0.304373,4,,True,attentive,distracted,syn-p052,11,,,False,syn-s052,5420000
0.564286,4,,True,distracted,distracted,syn-p052,12,,unsure,True,syn-s052,5440000
0.579192,2,,True,attentive,attentive,syn-p052,13,,,False,syn-s052,5460000
0.830012,4,False,True,attentive,attentive,syn-p052,14,,focused,True,syn-s052,5480000
,3,,False,attentive,no_observable,syn-p053,1,synthetic_signal_insufficient,,False,syn-s053,5320000
0.520518,3,,True,attentive,attentive,syn-p053,2,,,False,syn-s053,5340000
0.715949,3,,True,attentive,attentive,syn-p053,3,,distracted,True,syn-s053,5360000
0.772329,5,,True,attentive,attentive,syn-p053,4,,,False,syn-s053,5380000
0.500127,4,,True,no_observable,attentive,syn-p053,5,,,False,syn-s053,5400000
0.404281,3,,True,distracted,distracted,syn-p053,6,,distracted,True,syn-s053,5420000
0.435706,2,False,True,distracted,distracted,syn-p053,7,,,False,syn-s053,5440000
0.812451,4,,True,no_observable,distracted,syn-p053,8,,,False,syn-s053,5460000
0.734753,3,,True,attentive,attentive,syn-p053,9,,distracted,True,syn-s053,5480000
0.813475,4,,True,attentive,attentive,syn-p053,10,,,False,syn-s053,5500000
0.271174,3,,True,distracted,attentive,syn-p053,11,,,False,syn-s053,5520000
0.540085,2,,True,attentive,attentive,syn-p053,12,,focused,True,syn-s053,5540000
0.562617,2,,True,uncertain,attentive,syn-p053,13,,,False,syn-s053,5560000
0.454353,4,False,True,attentive,attentive,syn-p053,14,,distracted,True,syn-s053,5580000
0.783447,4,,True,no_observable,attentive,syn-p054,1,,,False,syn-s054,5420000
0.694113,3,,True,attentive,attentive,syn-p054,2,,,False,syn-s054,5440000
0.954393,6,,True,attentive,attentive,syn-p054,3,,focused,True,syn-s054,5460000
0.811508,4,,True,attentive,uncertain,syn-p054,4,,,False,syn-s054,5480000
0.432332,2,,True,distracted,uncertain,syn-p054,5,,,False,syn-s054,5500000
0.537739,1,,True,distracted,distracted,syn-p054,6,,focused,True,syn-s054,5520000
0.560002,4,True,True,distracted,distracted,syn-p054,7,,,False,syn-s054,5540000
0.489323,2,,True,attentive,attentive,syn-p054,8,,,False,syn-s054,5560000
0.918793,5,,True,attentive,attentive,syn-p054,9,,focused,True,syn-s054,5580000
0.446941,3,,True,attentive,uncertain,syn-p054,10,,,False,syn-s054,5600000
0.219923,3,,True,distracted,distracted,syn-p054,11,,,False,syn-s054,5620000
0.828468,5,,True,attentive,attentive,syn-p054,12,,distracted,True,syn-s054,5640000
0.772089,5,,True,distracted,attentive,syn-p054,13,,,False,syn-s054,5660000
0.50201,3,True,True,distracted,attentive,syn-p054,14,,distracted,True,syn-s054,5680000
0.407823,2,,True,distracted,distracted,syn-p055,1,,,False,syn-s055,5520000
0.659262,3,,True,distracted,attentive,syn-p055,2,,,False,syn-s055,5540000
0.642649,3,,True,attentive,attentive,syn-p055,3,,distracted,True,syn-s055,5560000
0.825179,3,,True,attentive,attentive,syn-p055,4,,,False,syn-s055,5580000
0.388063,2,,True,distracted,distracted,syn-p055,5,,,False,syn-s055,5600000
0.423917,4,,True,distracted,attentive,syn-p055,6,,focused,True,syn-s055,5620000
0.640751,3,True,True,attentive,uncertain,syn-p055,7,,,False,syn-s055,5640000
0.840338,5,,True,attentive,attentive,syn-p055,8,,,False,syn-s055,5660000
0.667551,4,,True,distracted,attentive,syn-p055,9,,distracted,True,syn-s055,5680000
0.350726,4,,True,distracted,attentive,syn-p055,10,,,False,syn-s055,5700000
,3,,False,attentive,attentive,syn-p055,11,synthetic_signal_insufficient,,False,syn-s055,5720000
0.621546,3,,True,attentive,attentive,syn-p055,12,,focused,True,syn-s055,5740000
0.304298,3,,True,distracted,distracted,syn-p055,13,,,False,syn-s055,5760000
0.410683,2,True,True,distracted,distracted,syn-p055,14,,focused,True,syn-s055,5780000
0.659784,3,,True,attentive,no_observable,syn-p056,1,,,False,syn-s056,5620000
0.619225,5,,True,attentive,attentive,syn-p056,2,,,False,syn-s056,5640000
0.841225,4,,True,distracted,attentive,syn-p056,3,,unsure,True,syn-s056,5660000
0.637637,3,,True,attentive,attentive,syn-p056,4,,,False,syn-s056,5680000
,3,,False,distracted,distracted,syn-p056,5,synthetic_signal_insufficient,,False,syn-s056,5700000
0.712336,4,,True,attentive,attentive,syn-p056,6,,focused,True,syn-s056,5720000
0.571972,5,False,True,distracted,uncertain,syn-p056,7,,,False,syn-s056,5740000
0.575286,3,,True,attentive,attentive,syn-p056,8,,,False,syn-s056,5760000
0.804781,3,,True,attentive,attentive,syn-p056,9,,focused,True,syn-s056,5780000
0.560052,3,,True,distracted,attentive,syn-p056,10,,,False,syn-s056,5800000
0.321577,2,,True,distracted,distracted,syn-p056,11,,,False,syn-s056,5820000
0.186329,3,,True,distracted,distracted,syn-p056,12,,focused,True,syn-s056,5840000
0.54355,4,,True,distracted,distracted,syn-p056,13,,,False,syn-s056,5860000
,3,True,False,distracted,attentive,syn-p056,14,synthetic_signal_insufficient,focused,True,syn-s056,5880000
0.54451,4,,True,distracted,distracted,syn-p057,1,,,False,syn-s057,5720000
0.391152,2,,True,attentive,uncertain,syn-p057,2,,,False,syn-s057,5740000
0.554609,4,,True,attentive,distracted,syn-p057,3,,unsure,True,syn-s057,5760000
0.85591,4,,True,attentive,attentive,syn-p057,4,,,False,syn-s057,5780000
0.459767,1,,True,distracted,distracted,syn-p057,5,,,False,syn-s057,5800000
0.358883,2,,True,distracted,attentive,syn-p057,6,,focused,True,syn-s057,5820000
0.79341,5,True,True,attentive,attentive,syn-p057,7,,,False,syn-s057,5840000
,5,,False,attentive,attentive,syn-p057,8,synthetic_signal_insufficient,,False,syn-s057,5860000
0.591142,2,,True,attentive,attentive,syn-p057,9,,focused,True,syn-s057,5880000
0.718337,5,,True,attentive,attentive,syn-p057,10,,,False,syn-s057,5900000
0.287132,3,,True,no_observable,uncertain,syn-p057,11,,,False,syn-s057,5920000
0.353522,1,,True,distracted,distracted,syn-p057,12,,focused,True,syn-s057,5940000
0.565198,4,,True,attentive,attentive,syn-p057,13,,,False,syn-s057,5960000
0.933459,5,False,True,attentive,attentive,syn-p057,14,,focused,True,syn-s057,5980000
0.672,4,,True,attentive,distracted,syn-p058,1,,,False,syn-s058,5820000
,3,,False,uncertain,uncertain,syn-p058,2,synthetic_signal_insufficient,,False,syn-s058,5840000
0.690613,4,,True,attentive,attentive,syn-p058,3,,distracted,True,syn-s058,5860000
0.618885,2,,True,no_observable,attentive,syn-p058,4,,,False,syn-s058,5880000
0.658339,3,,True,attentive,attentive,syn-p058,5,,,False,syn-s058,5900000
0.623758,3,,True,attentive,attentive,syn-p058,6,,unsure,True,syn-s058,5920000
0.639612,4,True,True,attentive,attentive,syn-p058,7,,,False,syn-s058,5940000
0.99,6,,True,attentive,attentive,syn-p058,8,,,False,syn-s058,5960000
0.645121,5,,True,attentive,attentive,syn-p058,9,,distracted,True,syn-s058,5980000
0.943123,6,,True,attentive,distracted,syn-p058,10,,,False,syn-s058,6000000
0.461519,2,,True,distracted,uncertain,syn-p058,11,,,False,syn-s058,6020000
0.62308,3,,True,attentive,attentive,syn-p058,12,,focused,True,syn-s058,6040000
0.600589,4,,True,attentive,attentive,syn-p058,13,,,False,syn-s058,6060000
0.89952,4,False,True,attentive,attentive,syn-p058,14,,focused,True,syn-s058,6080000
0.847512,5,,True,attentive,distracted,syn-p059,1,,,False,syn-s059,5920000
0.91428,5,,True,uncertain,attentive,syn-p059,2,,,False,syn-s059,5940000
0.894124,4,,True,distracted,attentive,syn-p059,3,,focused,True,syn-s059,5960000
0.901992,6,,True,attentive,attentive,syn-p059,4,,,False,syn-s059,5980000
0.407391,4,,True,attentive,attentive,syn-p059,5,,,False,syn-s059,6000000
0.712521,3,,True,attentive,attentive,syn-p059,6,,distracted,True,syn-s059,6020000
0.762257,4,False,True,attentive,attentive,syn-p059,7,,,False,syn-s059,6040000
0.653209,3,,True,attentive,attentive,syn-p059,8,,,False,syn-s059,6060000
0.871669,5,,True,attentive,attentive,syn-p059,9,,focused,True,syn-s059,6080000
0.864131,3,,True,attentive,attentive,syn-p059,10,,,False,syn-s059,6100000
0.854927,5,,True,attentive,attentive,syn-p059,11,,,False,syn-s059,6120000
0.750866,5,,True,attentive,attentive,syn-p059,12,,distracted,True,syn-s059,6140000
0.488446,4,,True,no_observable,attentive,syn-p059,13,,,False,syn-s059,6160000
0.95241,3,False,True,attentive,attentive,syn-p059,14,,omitted,True,syn-s059,6180000
0.718312,6,,True,uncertain,distracted,syn-p060,1,,,False,syn-s060,6020000
0.846286,5,,True,attentive,attentive,syn-p060,2,,,False,syn-s060,6040000
0.939685,4,,True,attentive,attentive,syn-p060,3,,focused,True,syn-s060,6060000
0.986725,3,,True,attentive,attentive,syn-p060,4,,,False,syn-s060,6080000
0.638695,3,,True,attentive,distracted,syn-p060,5,,,False,syn-s060,6100000
0.67703,5,,True,attentive,attentive,syn-p060,6,,focused,True,syn-s060,6120000
0.880175,5,False,True,attentive,attentive,syn-p060,7,,,False,syn-s060,6140000
0.745973,5,,True,attentive,attentive,syn-p060,8,,,False,syn-s060,6160000
0.99,3,,True,attentive,distracted,syn-p060,9,,focused,True,syn-s060,6180000
0.59616,3,,True,attentive,attentive,syn-p060,10,,,False,syn-s060,6200000
0.766884,3,,True,attentive,attentive,syn-p060,11,,,False,syn-s060,6220000
,2,,False,distracted,distracted,syn-p060,12,synthetic_signal_insufficient,distracted,True,syn-s060,6240000
0.733196,4,,True,attentive,attentive,syn-p060,13,,,False,syn-s060,6260000
0.672499,5,True,True,attentive,uncertain,syn-p060,14,,focused,True,syn-s060,6280000
0.923869,5,,True,attentive,no_observable,syn-p061,1,,,False,syn-s061,6120000
0.968412,5,,True,attentive,attentive,syn-p061,2,,,False,syn-s061,6140000
0.719373,5,,True,attentive,uncertain,syn-p061,3,,focused,True,syn-s061,6160000
0.437648,3,,True,uncertain,attentive,syn-p061,4,,,False,syn-s061,6180000
0.310245,2,,True,attentive,distracted,syn-p061,5,,,False,syn-s061,6200000
,3,,False,attentive,attentive,syn-p061,6,synthetic_signal_insufficient,focused,True,syn-s061,6220000
0.647589,2,False,True,distracted,attentive,syn-p061,7,,,False,syn-s061,6240000
0.736235,4,,True,attentive,attentive,syn-p061,8,,,False,syn-s061,6260000
0.81329,4,,True,attentive,attentive,syn-p061,9,,distracted,True,syn-s061,6280000
0.601526,4,,True,attentive,attentive,syn-p061,10,,,False,syn-s061,6300000
0.749449,4,,True,attentive,attentive,syn-p061,11,,,False,syn-s061,6320000
0.679537,2,,True,attentive,attentive,syn-p061,12,,omitted,True,syn-s061,6340000
0.718305,4,,True,attentive,attentive,syn-p061,13,,,False,syn-s061,6360000
0.883299,3,False,True,attentive,no_observable,syn-p061,14,,focused,True,syn-s061,6380000
0.735302,5,,True,attentive,attentive,syn-p062,1,,,False,syn-s062,6220000
0.750731,5,,True,attentive,distracted,syn-p062,2,,,False,syn-s062,6240000
0.859945,5,,True,attentive,attentive,syn-p062,3,,focused,True,syn-s062,6260000
0.413006,4,,True,distracted,distracted,syn-p062,4,,,False,syn-s062,6280000
0.399612,2,,True,distracted,no_observable,syn-p062,5,,,False,syn-s062,6300000
0.675431,4,,True,attentive,attentive,syn-p062,6,,focused,True,syn-s062,6320000
0.513448,4,False,True,distracted,no_observable,syn-p062,7,,,False,syn-s062,6340000
0.775841,3,,True,attentive,attentive,syn-p062,8,,,False,syn-s062,6360000
,5,,False,attentive,attentive,syn-p062,9,synthetic_signal_insufficient,focused,True,syn-s062,6380000
0.794904,4,,True,attentive,attentive,syn-p062,10,,,False,syn-s062,6400000
0.417695,1,,True,distracted,attentive,syn-p062,11,,,False,syn-s062,6420000
0.671484,2,,True,attentive,attentive,syn-p062,12,,omitted,True,syn-s062,6440000
0.504533,5,,True,attentive,attentive,syn-p062,13,,,False,syn-s062,6460000
0.694313,3,False,True,distracted,attentive,syn-p062,14,,distracted,True,syn-s062,6480000
0.556456,3,,True,attentive,distracted,syn-p063,1,,,False,syn-s063,6320000
0.831819,6,,True,attentive,distracted,syn-p063,2,,,False,syn-s063,6340000
,3,,False,attentive,attentive,syn-p063,3,synthetic_signal_insufficient,focused,True,syn-s063,6360000
0.743362,4,,True,no_observable,attentive,syn-p063,4,,,False,syn-s063,6380000
0.456282,3,,True,distracted,distracted,syn-p063,5,,,False,syn-s063,6400000
0.416636,3,,True,distracted,distracted,syn-p063,6,,focused,True,syn-s063,6420000
0.54998,2,True,True,uncertain,distracted,syn-p063,7,,,False,syn-s063,6440000
0.703352,5,,True,attentive,attentive,syn-p063,8,,,False,syn-s063,6460000
0.892722,4,,True,no_observable,attentive,syn-p063,9,,focused,True,syn-s063,6480000
0.634376,5,,True,attentive,attentive,syn-p063,10,,,False,syn-s063,6500000
0.880289,4,,True,distracted,attentive,syn-p063,11,,,False,syn-s063,6520000
0.417507,3,,True,uncertain,distracted,syn-p063,12,,focused,True,syn-s063,6540000
0.885356,4,,True,attentive,attentive,syn-p063,13,,,False,syn-s063,6560000
0.471272,4,True,True,attentive,attentive,syn-p063,14,,focused,True,syn-s063,6580000
0.817521,3,,True,attentive,attentive,syn-p064,1,,,False,syn-s064,6420000
0.850757,5,,True,no_observable,attentive,syn-p064,2,,,False,syn-s064,6440000
0.628362,2,,True,distracted,attentive,syn-p064,3,,focused,True,syn-s064,6460000
0.518587,5,,True,attentive,attentive,syn-p064,4,,,False,syn-s064,6480000
0.467732,2,,True,distracted,distracted,syn-p064,5,,,False,syn-s064,6500000
0.287854,3,,True,distracted,distracted,syn-p064,6,,unsure,True,syn-s064,6520000
0.77364,5,True,True,distracted,attentive,syn-p064,7,,,False,syn-s064,6540000
0.913234,3,,True,attentive,attentive,syn-p064,8,,,False,syn-s064,6560000
0.564663,4,,True,attentive,attentive,syn-p064,9,,focused,True,syn-s064,6580000
0.583026,3,,True,distracted,distracted,syn-p064,10,,,False,syn-s064,6600000
0.744031,3,,True,attentive,attentive,syn-p064,11,,,False,syn-s064,6620000
0.284363,4,,True,uncertain,distracted,syn-p064,12,,distracted,True,syn-s064,6640000
0.745836,5,,True,attentive,attentive,syn-p064,13,,,False,syn-s064,6660000
0.69909,4,True,True,attentive,attentive,syn-p064,14,,focused,True,syn-s064,6680000
0.345917,2,,True,distracted,distracted,syn-p065,1,,,False,syn-s065,6520000
0.815673,5,,True,attentive,distracted,syn-p065,2,,,False,syn-s065,6540000
0.691049,3,,True,attentive,no_observable,syn-p065,3,,focused,True,syn-s065,6560000
0.611914,4,,True,attentive,attentive,syn-p065,4,,,False,syn-s065,6580000
0.388654,3,,True,distracted,distracted,syn-p065,5,,,False,syn-s065,6600000
0.20821,2,,True,no_observable,distracted,syn-p065,6,,distracted,True,syn-s065,6620000
0.49149,3,True,True,distracted,no_observable,syn-p065,7,,,False,syn-s065,6640000
0.506284,2,,True,attentive,distracted,syn-p065,8,,,False,syn-s065,6660000
0.776036,5,,True,attentive,attentive,syn-p065,9,,focused,True,syn-s065,6680000
0.855009,3,,True,attentive,attentive,syn-p065,10,,,False,syn-s065,6700000
0.460718,3,,True,distracted,attentive,syn-p065,11,,,False,syn-s065,6720000
0.294461,3,,True,distracted,distracted,syn-p065,12,,distracted,True,syn-s065,6740000
,4,,False,attentive,attentive,syn-p065,13,synthetic_signal_insufficient,,False,syn-s065,6760000
0.833411,5,False,True,attentive,attentive,syn-p065,14,,focused,True,syn-s065,6780000
0.352054,4,,True,distracted,distracted,syn-p066,1,,,False,syn-s066,6620000
0.424344,3,,True,attentive,attentive,syn-p066,2,,,False,syn-s066,6640000
0.859154,3,,True,attentive,attentive,syn-p066,3,,omitted,True,syn-s066,6660000
0.658951,4,,True,attentive,distracted,syn-p066,4,,,False,syn-s066,6680000
0.7753,3,,True,attentive,attentive,syn-p066,5,,,False,syn-s066,6700000
0.390732,1,,True,distracted,distracted,syn-p066,6,,distracted,True,syn-s066,6720000
,3,False,False,no_observable,distracted,syn-p066,7,synthetic_signal_insufficient,,False,syn-s066,6740000
0.343888,2,,True,distracted,distracted,syn-p066,8,,,False,syn-s066,6760000
0.722944,4,,True,attentive,distracted,syn-p066,9,,focused,True,syn-s066,6780000
0.335939,3,,True,distracted,attentive,syn-p066,10,,,False,syn-s066,6800000
0.498591,3,,True,attentive,attentive,syn-p066,11,,,False,syn-s066,6820000
0.264189,3,,True,distracted,distracted,syn-p066,12,,omitted,True,syn-s066,6840000
0.43683,2,,True,distracted,distracted,syn-p066,13,,,False,syn-s066,6860000
0.616532,4,False,True,distracted,attentive,syn-p066,14,,distracted,True,syn-s066,6880000
,4,,False,attentive,attentive,syn-p067,1,synthetic_signal_insufficient,,False,syn-s067,6720000
0.62157,3,,True,attentive,no_observable,syn-p067,2,,,False,syn-s067,6740000
0.65072,3,,True,attentive,attentive,syn-p067,3,,focused,True,syn-s067,6760000
0.961162,6,,True,attentive,attentive,syn-p067,4,,,False,syn-s067,6780000
0.548456,2,,True,attentive,attentive,syn-p067,5,,,False,syn-s067,6800000
0.801669,3,,True,attentive,attentive,syn-p067,6,,distracted,True,syn-s067,6820000
0.99,4,True,True,attentive,distracted,syn-p067,7,,,False,syn-s067,6840000
0.776357,3,,True,attentive,attentive,syn-p067,8,,,False,syn-s067,6860000
0.958292,5,,True,attentive,no_observable,syn-p067,9,,distracted,True,syn-s067,6880000
,5,,False,distracted,attentive,syn-p067,10,synthetic_signal_insufficient,,False,syn-s067,6900000
0.786785,5,,True,attentive,distracted,syn-p067,11,,,False,syn-s067,6920000
0.634723,3,,True,attentive,attentive,syn-p067,12,,focused,True,syn-s067,6940000
0.812193,5,,True,distracted,attentive,syn-p067,13,,,False,syn-s067,6960000
0.99,6,True,True,attentive,attentive,syn-p067,14,,focused,True,syn-s067,6980000
0.884962,5,,True,attentive,attentive,syn-p068,1,,,False,syn-s068,6820000
0.865503,5,,True,attentive,distracted,syn-p068,2,,,False,syn-s068,6840000
0.780441,3,,True,attentive,attentive,syn-p068,3,,distracted,True,syn-s068,6860000
,3,,False,attentive,distracted,syn-p068,4,synthetic_signal_insufficient,,False,syn-s068,6880000
0.960322,4,,True,no_observable,attentive,syn-p068,5,,,False,syn-s068,6900000
0.640355,4,,True,attentive,attentive,syn-p068,6,,focused,True,syn-s068,6920000
0.833534,3,True,True,distracted,attentive,syn-p068,7,,,False,syn-s068,6940000
0.683514,5,,True,attentive,attentive,syn-p068,8,,,False,syn-s068,6960000
0.743922,5,,True,attentive,attentive,syn-p068,9,,distracted,True,syn-s068,6980000
0.792831,5,,True,attentive,attentive,syn-p068,10,,,False,syn-s068,7000000
0.639172,4,,True,distracted,attentive,syn-p068,11,,,False,syn-s068,7020000
0.481678,3,,True,attentive,no_observable,syn-p068,12,,omitted,True,syn-s068,7040000
0.887166,4,,True,attentive,attentive,syn-p068,13,,,False,syn-s068,7060000
0.707743,3,False,True,attentive,distracted,syn-p068,14,,omitted,True,syn-s068,7080000
0.793293,3,,True,attentive,attentive,syn-p069,1,,,False,syn-s069,6920000
0.976433,5,,True,attentive,attentive,syn-p069,2,,,False,syn-s069,6940000
0.82555,4,,True,attentive,attentive,syn-p069,3,,focused,True,syn-s069,6960000
0.705533,5,,True,attentive,no_observable,syn-p069,4,,,False,syn-s069,6980000
0.6892,4,,True,attentive,attentive,syn-p069,5,,,False,syn-s069,7000000
0.838679,3,,True,attentive,attentive,syn-p069,6,,focused,True,syn-s069,7020000
0.811416,5,True,True,attentive,attentive,syn-p069,7,,,False,syn-s069,7040000
0.791016,4,,True,attentive,attentive,syn-p069,8,,,False,syn-s069,7060000
0.72034,4,,True,attentive,attentive,syn-p069,9,,omitted,True,syn-s069,7080000
0.712851,4,,True,attentive,attentive,syn-p069,10,,,False,syn-s069,7100000
0.79372,4,,True,attentive,attentive,syn-p069,11,,,False,syn-s069,7120000
0.752319,4,,True,attentive,attentive,syn-p069,12,,distracted,True,syn-s069,7140000
0.743741,3,,True,attentive,attentive,syn-p069,13,,,False,syn-s069,7160000
0.867913,5,True,True,no_observable,attentive,syn-p069,14,,distracted,True,syn-s069,7180000
0.910709,5,,True,attentive,attentive,syn-p070,1,,,False,syn-s070,7020000
0.725097,4,,True,attentive,attentive,syn-p070,2,,,False,syn-s070,7040000
0.875797,3,,True,attentive,attentive,syn-p070,3,,focused,True,syn-s070,7060000
0.467694,2,,True,attentive,distracted,syn-p070,4,,,False,syn-s070,7080000
0.418038,4,,True,attentive,attentive,syn-p070,5,,,False,syn-s070,7100000
0.495146,4,,True,attentive,attentive,syn-p070,6,,focused,True,syn-s070,7120000
0.639479,3,True,True,attentive,attentive,syn-p070,7,,,False,syn-s070,7140000
0.779431,4,,True,distracted,distracted,syn-p070,8,,,False,syn-s070,7160000
0.694467,5,,True,attentive,attentive,syn-p070,9,,distracted,True,syn-s070,7180000
0.82004,4,,True,attentive,attentive,syn-p070,10,,,False,syn-s070,7200000
0.713837,3,,True,attentive,attentive,syn-p070,11,,,False,syn-s070,7220000
0.27965,4,,True,distracted,distracted,syn-p070,12,,focused,True,syn-s070,7240000
0.527901,3,,True,attentive,attentive,syn-p070,13,,,False,syn-s070,7260000
,4,False,False,attentive,attentive,syn-p070,14,synthetic_signal_insufficient,distracted,True,syn-s070,7280000
0.98973,6,,True,attentive,attentive,syn-p071,1,,,False,syn-s071,7120000
0.911488,5,,True,attentive,attentive,syn-p071,2,,,False,syn-s071,7140000
0.87975,3,,True,distracted,attentive,syn-p071,3,,focused,True,syn-s071,7160000
0.501251,3,,True,no_observable,attentive,syn-p071,4,,,False,syn-s071,7180000
0.607334,4,,True,attentive,attentive,syn-p071,5,,,False,syn-s071,7200000
0.651945,2,,True,attentive,attentive,syn-p071,6,,distracted,True,syn-s071,7220000
0.767076,5,True,True,attentive,distracted,syn-p071,7,,,False,syn-s071,7240000
,3,,False,attentive,distracted,syn-p071,8,synthetic_signal_insufficient,,False,syn-s071,7260000
0.912979,4,,True,distracted,attentive,syn-p071,9,,focused,True,syn-s071,7280000
0.625578,3,,True,attentive,attentive,syn-p071,10,,,False,syn-s071,7300000
0.533294,4,,True,attentive,attentive,syn-p071,11,,,False,syn-s071,7320000
0.655182,4,,True,attentive,no_observable,syn-p071,12,,unsure,True,syn-s071,7340000
0.712965,4,,True,attentive,attentive,syn-p071,13,,,False,syn-s071,7360000
0.560231,3,True,True,uncertain,attentive,syn-p071,14,,focused,True,syn-s071,7380000
0.736155,3,,True,attentive,attentive,syn-p072,1,,,False,syn-s072,7220000
,5,,False,attentive,distracted,syn-p072,2,synthetic_signal_insufficient,,False,syn-s072,7240000
0.883291,3,,True,distracted,attentive,syn-p072,3,,focused,True,syn-s072,7260000
0.650251,3,,True,attentive,attentive,syn-p072,4,,,False,syn-s072,7280000
0.603948,3,,True,distracted,distracted,syn-p072,5,,,False,syn-s072,7300000
0.652257,5,,True,attentive,distracted,syn-p072,6,,focused,True,syn-s072,7320000
0.798818,4,True,True,distracted,no_observable,syn-p072,7,,,False,syn-s072,7340000
0.573611,4,,True,attentive,attentive,syn-p072,8,,,False,syn-s072,7360000
