participant_pseudo,window_id,group_a,group_b,label,probability,observable,quality_reason
syn-p091,syn-w091-03,a1,b2,0,0.477396,True,
syn-p091,syn-w091-04,a1,b2,0,0.131203,True,
syn-p091,syn-w091-05,a1,b2,0,0.495686,True,
syn-p091,syn-w091-06,a1,b2,1,0.683419,True,
syn-p091,syn-w091-07,a1,b2,,,False,synthetic_signal_insufficient
syn-p091,syn-w091-08,a1,b2,0,0.042093,True,
syn-p091,syn-w091-09,a1,b2,0,0.311566,True,
syn-p091,syn-w091-10,a1,b2,1,0.519691,True,
syn-p092,syn-w092-01,a2,b1,0,0.446857,True,
syn-p092,syn-w092-02,a2,b1,1,0.335321,True,
syn-p092,syn-w092-03,a2,b1,0,0.454985,True,
syn-p092,syn-w092-04,a2,b1,1,0.600949,True,
syn-p092,syn-w092-05,a2,b1,,,False,synthetic_signal_insufficient
syn-p092,syn-w092-06,a2,b1,0,0.2191,True,
syn-p092,syn-w092-07,a2,b1,1,0.542776,True,
syn-p092,syn-w092-08,a2,b1,1,0.360709,True,
syn-p092,syn-w092-09,a2,b1,0,0.12086,True,
syn-p092,syn-w092-10,a2,b1,0,0.488466,True,
syn-p093,syn-w093-01,a1,b1,0,0.205718,True,
syn-p093,syn-w093-02,a1,b1,0,0.271441,True,
syn-p093,syn-w093-03,a1,b1,1,0.57926,True,
syn-p093,syn-w093-04,a1,b1,1,0.952653,True,
syn-p093,syn-w093-05,a1,b1,1,0.745424,True,
syn-p093,syn-w093-06,a1,b1,0,0.244955,True,
syn-p093,syn-w093-07,a1,b1,1,0.503764,True,
syn-p093,syn-w093-08,a1,b1,1,0.615423,True,
syn-p093,syn-w093-09,a1,b1,1,0.904205,True,
syn-p093,syn-w093-10,a1,b1,,,False,synthetic_signal_insufficient
syn-p094,syn-w094-01,a2,b2,1,0.448655,True,
syn-p094,syn-w094-02,a2,b2,,,False,synthetic_signal_insufficient
syn-p094,syn-w094-03,a2,b2,0,0.27863,True,
syn-p094,syn-w094-04,a2,b2,0,0.102597,True,
syn-p094,syn-w094-05,a2,b2,0,0.318953,True,
syn-p094,syn-w094-06,a2,b2,1,0.668108,True,
syn-p094,syn-w094-07,a2,b2,1,0.683629,True,
syn-p094,syn-w094-08,a2,b2,,,False,synthetic_signal_insufficient
syn-p094,syn-w094-09,a2,b2,0,0.265753,True,
syn-p094,syn-w094-10,a2,b2,1,0.528742,True,
syn-p095,syn-w095-01,a1,b2,1,0.90263,True,
syn-p095,syn-w095-02,a1,b2,0,0.416158,True,
syn-p095,syn-w095-03,a1,b2,0,0.408808,True,
syn-p095,syn-w095-04,a1,b2,1,0.631811,True,
syn-p095,syn-w095-05,a1,b2,0,0.04973,True,
syn-p095,syn-w095-06,a1,b2,0,0.204458,True,
syn-p095,syn-w095-07,a1,b2,1,0.57624,True,
syn-p095,syn-w095-08,a1,b2,1,0.697595,True,
syn-p095,syn-w095-09,a1,b2,0,0.440986,True,
syn-p095,syn-w095-10,a1,b2,0,0.425426,True,
syn-p096,syn-w096-01,a2,b1,1,0.338012,True,
syn-p096,syn-w096-02,a2,b1,1,0.732926,True,
syn-p096,syn-w096-03,a2,b1,1,0.421869,True,
syn-p096,syn-w096-04,a2,b1,1,0.421974,True,
syn-p096,syn-w096-05,a2,b1,,,False,synthetic_signal_insufficient
syn-p096,syn-w096-06,a2,b1,1,0.410586,True,
syn-p096,syn-w096-07,a2,b1,1,0.38376,True,
syn-p096,syn-w096-08,a2,b1,0,0.033289,True,
syn-p096,syn-w096-09,a2,b1,0,0.242206,True,
syn-p096,syn-w096-10,a2,b1,1,0.363023,True,
